,SYMBOL,NAME OF COMPANY,cm01NOV2023bhav.csv
1840,VIRINCHI,Virinchi Limited,
1841,VISAKAIND,Visaka Industries Limited,-2.9807130333138483
1842,VISASTEEL,Visa Steel Limited,
1843,VISESHINFO,Visesh Infotecnics Limited,
1844,VISHAL,Vishal Fabrics Limited,5.060240963855425
1845,VISHNU,Vishnu Chemicals Limited,-1.146788990825688
1846,VISHWARAJ,Vishwaraj Sugar Industries Limited,0.0
1847,VIVIDHA,Visagar Polytex Limited,-5.263157894736835
1848,VIVIMEDLAB,Vivimed Labs Limited,
1849,VLSFINANCE,VLS Finance Limited,-1.119999999999997
1850,VMART,V-Mart Retail Limited,1.0817893710385178
1851,VOLTAMP,Voltamp Transformers Limited,1.5814059947771983
1852,VOLTAS,Voltas Limited,-0.8656716417910447
1853,VRLLOG,VRL Logistics Limited,0.3006840562279185
1854,VSSL,Vardhman Special Steels Limited,-0.792910447761202
1855,VSTIND,VST Industries Limited,-0.07475820393415332
1856,VSTTILLERS,V.S.T Tillers Tractors Limited,-1.8028846153846152
1857,VTL,Vardhman Textiles Limited,-3.833130163890012
1858,WABAG,VA Tech Wabag Limited,-0.9226622434169581
1859,WALCHANNAG,Walchandnagar Industries Limited,
1860,WANBURY,Wanbury Limited,
1861,WATERBASE,Waterbase Limited,
1862,WEALTH,Wealth First Portfolio Managers Limited,0.3454025726536419
1863,WEBELSOLAR,Websol Energy System Limited,-1.640271493212673
1864,WEIZMANIND,Weizmann Limited,1.9657808518383817
1865,WEL,Wonder Electricals Limited,
1866,WELCORP,Welspun Corp Limited,2.2107243650047117
1867,WELENT,Welspun Enterprises Limited,1.182303585049589
1868,WELINV,Welspun Investments and Commercials Limited,-2.004370431768511
1869,WELSPUNIND,Welspun India Limited,0.9973404255319148
1870,WENDT,Wendt (India) Limited,-0.4139397442790271
1871,WESTLIFE,WESTLIFE FOODWORLD LIMITED,1.474294354838701
1872,WEWIN,WE WIN LIMITED,
1873,WHEELS,Wheels India Limited,-1.026518391787843
1874,WHIRLPOOL,Whirlpool of India Limited,-1.7994154183412467
1875,WILLAMAGOR,Williamson Magor & Company Limited,3.422053231939158
1876,WINDLAS,Windlas Biotech Limited,-0.3433860853986197
1877,WINDMACHIN,Windsor Machines Limited,
1878,WIPL,The Western India Plywoods Limited,
1879,WIPRO,Wipro Limited,-0.22262964903091217
1880,WOCKPHARMA,Wockhardt Limited,-1.3668430335097101
1881,WONDERLA,Wonderla Holidays Limited,3.3989685888420067
1882,WORTH,Worth Peripherals Limited,-0.6137865911237069
1883,WSI,W S Industries (I) Limited,
1884,WSTCSTPAPR,West Coast Paper Mills Limited,-2.9262000135786637
1885,XCHANGING,Xchanging Solutions Limited,-2.3166023166023257
1886,XELPMOC,Xelpmoc Design And Tech Limited,2.1839841164791607
1887,XPROINDIA,Xpro India Limited,-1.574532790503759
1888,YAARI,Yaari Digital Integrated Services Limited,
1889,YESBANK,Yes Bank Limited,0.3134796238244559
1890,YUKEN,Yuken India Limited,-0.5557586837294266
1891,ZEEL,Zee Entertainment Enterprises Limited,3.279320987654321
1892,ZEELEARN,Zee Learn Limited,
1893,ZEEMEDIA,Zee Media Corporation Limited,3.7593984962406015
1894,ZENITHEXPO,Zenith Exports Limited,-4.982964224872239
1895,ZENITHSTL,Zenith Steel Pipes & Industries Limited,
1896,ZENSARTECH,Zensar Technologies Limited,0.7754310784613838
1897,ZENTEC,Zen Technologies Limited,
1898,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,-1.606530549868983
1899,ZIMLAB,Zim Laboratories Limited,-0.5586592178770877
1900,ZODIAC,Zodiac Energy Limited,4.411764705882364
1901,ZODIACLOTH,Zodiac Clothing Company Limited,0.3765060240963855
1902,ZOMATO,Zomato Limited,-1.3320647002854342
1903,ZOTA,Zota Health Care LImited,-2.288329519450801
1904,ZUARI,Zuari Agro Chemicals Limited,1.232876712328775
1905,ZUARIIND,ZUARI INDUSTRIES LIMITED,-0.06968641114982183
1906,ZYDUSLIFE,Zydus Lifesciences Limited,0.3225525237555615
1907,ZYDUSWELL,Zydus Wellness Limited,-0.5355102040816356
