,SYMBOL,NAME OF COMPANY,cm01APR2024bhav.csv
1885,XCHANGING,Xchanging Solutions Limited,7.212389380530978
1886,XELPMOC,Xelpmoc Design And Tech Limited,
1887,XPROINDIA,Xpro India Limited,-0.3177160245223032
1888,YAARI,Yaari Digital Integrated Services Limited,
1889,YESBANK,Yes Bank Limited,5.387931034482759
1890,YUKEN,Yuken India Limited,0.5092336953187284
1891,ZEEL,Zee Entertainment Enterprises Limited,6.171057380007205
1892,ZEELEARN,Zee Learn Limited,
1893,ZEEMEDIA,Zee Media Corporation Limited,11.05769230769231
1894,ZENITHEXPO,Zenith Exports Limited,4.610866372980907
1895,ZENITHSTL,Zenith Steel Pipes & Industries Limited,4.666666666666662
1896,ZENSARTECH,Zensar Technologies Limited,0.5521219612690602
1897,ZENTEC,Zen Technologies Limited,-1.1395713538944043
1898,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,0.6303953309904775
1899,ZIMLAB,Zim Laboratories Limited,1.895734597156395
1900,ZODIAC,Zodiac Energy Limited,
1901,ZODIACLOTH,Zodiac Clothing Company Limited,5.147402901263454
1902,ZOMATO,Zomato Limited,1.3179571663920955
1903,ZOTA,Zota Health Care LImited,1.1696522655426789
1904,ZUARI,Zuari Agro Chemicals Limited,8.795749704840617
1905,ZUARIIND,ZUARI INDUSTRIES LIMITED,2.4665042630937952
1906,ZYDUSLIFE,Zydus Lifesciences Limited,-0.7494912393904868
1907,ZYDUSWELL,Zydus Wellness Limited,2.1143941447546792
