,SYMBOL,NAME OF COMPANY,cm01SEP2023bhav.csv
1869,WELSPUNIND,Welspun India Limited,-1.1213456147376784
1870,WENDT,Wendt (India) Limited,0.15138177304519923
1871,WESTLIFE,WESTLIFE FOODWORLD LIMITED,2.930988542499334
1872,WEWIN,WE WIN LIMITED,
1873,WHEELS,Wheels India Limited,2.790565904100847
1874,WHIRLPOOL,Whirlpool of India Limited,-0.13160310950603482
1875,WILLAMAGOR,Williamson Magor & Company Limited,
1876,WINDLAS,Windlas Biotech Limited,4.014989293361884
1877,WINDMACHIN,Windsor Machines Limited,
1878,WIPL,The Western India Plywoods Limited,
1879,WIPRO,Wipro Limited,1.946620959843302
1880,WOCKPHARMA,Wockhardt Limited,2.039100273281478
1881,WONDERLA,Wonderla Holidays Limited,-1.5016201691298505
1882,WORTH,Worth Peripherals Limited,10.051667449506812
1883,WSI,W S Industries (I) Limited,
1884,WSTCSTPAPR,West Coast Paper Mills Limited,6.184513161257339
1885,XCHANGING,Xchanging Solutions Limited,0.11001100110010376
1886,XELPMOC,Xelpmoc Design And Tech Limited,-0.3893214682981184
1887,XPROINDIA,Xpro India Limited,-2.2510411724392454
1888,YAARI,Yaari Digital Integrated Services Limited,
1889,YESBANK,Yes Bank Limited,3.273809523809528
1890,YUKEN,Yuken India Limited,-2.2864566417668106
1891,ZEEL,Zee Entertainment Enterprises Limited,0.13348588863463873
1892,ZEELEARN,Zee Learn Limited,
1893,ZEEMEDIA,Zee Media Corporation Limited,0.8438818565400814
1894,ZENITHEXPO,Zenith Exports Limited,
1895,ZENITHSTL,Zenith Steel Pipes & Industries Limited,
1896,ZENSARTECH,Zensar Technologies Limited,1.3189107125913144
1897,ZENTEC,Zen Technologies Limited,
1898,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,7.1467851405913
1899,ZIMLAB,Zim Laboratories Limited,-2.4141833270464104
1900,ZODIAC,Zodiac Energy Limited,
1901,ZODIACLOTH,Zodiac Clothing Company Limited,0.30527692978630117
1902,ZOMATO,Zomato Limited,-0.40983606557376173
1903,ZOTA,Zota Health Care LImited,-1.0747822151827129
1904,ZUARI,Zuari Agro Chemicals Limited,-0.5253399258343774
1905,ZUARIIND,ZUARI INDUSTRIES LIMITED,0.7705779334500836
1906,ZYDUSLIFE,Zydus Lifesciences Limited,-1.9014140768554728
1907,ZYDUSWELL,Zydus Wellness Limited,-0.5449342425718489
