,SYMBOL,NAME OF COMPANY,cm26JUN2024bhav.csv,cm25JUN2024bhav.csv,cm24JUN2024bhav.csv,cm21JUN2024bhav.csv,cm20JUN2024bhav.csv,cm19JUN2024bhav.csv,cm18JUN2024bhav.csv,cm14JUN2024bhav.csv,cm13JUN2024bhav.csv,cm12JUN2024bhav.csv,cm11JUN2024bhav.csv,cm10JUN2024bhav.csv,cm07JUN2024bhav.csv,cm06JUN2024bhav.csv,cm05JUN2024bhav.csv,cm04JUN2024bhav.csv,cm03JUN2024bhav.csv
153,ASPINWALL,Aspinwall and Company Limited,281.95,284.6,285.0,280.8,292.0,281.75,268.05,267.1,274.8,271.0,268.8,265.0,270.0,266.0,257.9,245.0,262.8
154,ASTEC,Astec LifeSciences Limited,1303.95,1312.0,1327.0,1305.0,1341.5,1295.0,1282.95,1232.25,1243.9,1212.0,1183.5,1193.9,1166.35,1146.15,1154.0,1079.0,1100.0
155,ASTERDM,Aster DM Healthcare Limited,351.95,354.8,364.0,380.2,355.9,353.3,354.05,357.4,362.55,362.0,356.8,359.65,359.1,356.7,339.4,335.9,354.4
156,ASTRAL,Astral Limited,2405.0,2382.0,2390.0,2272.0,2214.9,2209.0,2255.0,2271.0,2233.5,2226.5,2196.8,2150.0,2156.0,2142.15,2111.95,2010.0,2150.0
157,ASTRAMICRO,Astra Microwave Products Limited,972.1,957.0,963.9,966.6,985.0,986.0,1024.0,962.95,923.9,888.0,853.0,843.9,801.0,779.0,753.3,725.0,869.95
158,ASTRAZEN,AstraZeneca Pharma India Limited,6423.95,6349.95,6374.9,6420.0,6390.0,6385.0,6446.75,6468.0,6351.0,6377.0,6322.95,6255.0,6245.0,6210.0,6000.0,5680.15,6055.55
159,ASTRON,Astron Paper & Board Mill Limited,,,,,,,,,,,,,,,,,
160,ATALREAL,Atal Realtech Limited,,,,,,,,,,,,,,,,,
161,ATAM,Atam Valves Limited,,,,,,,,,,,,,,,,,
162,ATFL,Agro Tech Foods Limited,739.85,741.95,744.0,731.9,741.1,742.7,680.0,692.3,699.6,684.9,675.0,675.95,680.35,699.9,700.0,690.0,692.75
163,ATGL,Adani Total Gas Limited,892.0,892.95,911.7,922.0,927.95,927.8,939.65,946.0,947.0,951.3,957.5,969.0,980.0,973.5,930.25,912.0,1126.0
164,ATLANTA,Atlanta  Limited,,,,,,,,,,,,,,,,,
165,ATUL,Atul Limited,6391.0,6360.05,6426.05,6477.3,6524.0,6220.0,6260.5,6225.05,6215.0,6190.9,6085.15,5963.0,5841.25,5829.4,5805.0,5486.05,5750.0
166,ATULAUTO,Atul Auto Limited,588.0,602.05,545.0,554.65,558.5,542.25,549.9,554.0,552.2,556.0,541.35,542.5,541.0,534.0,528.95,510.8,541.0
167,AUBANK,AU Small Finance Bank Limited,692.5,681.55,682.5,666.0,667.9,656.2,665.0,661.2,668.7,666.0,672.3,671.0,669.5,663.0,667.0,628.0,646.75
168,AURIONPRO,Aurionpro Solutions Limited,2745.0,2793.0,2800.0,2785.0,2874.65,2960.6,2814.0,2702.5,2660.0,2548.55,2427.2,2311.65,2210.0,2124.0,2120.0,2156.35,2269.6
169,AUROPHARMA,Aurobindo Pharma Limited,1198.05,1215.1,1221.0,1240.0,1244.0,1221.0,1240.0,1258.4,1256.0,1248.25,1254.0,1243.5,1264.75,1252.0,1264.0,1195.0,1230.0
170,AURUM,Aurum PropTech Limited,151.5,149.0,144.12,145.69,147.1,147.99,147.63,144.8,144.48,143.75,145.1,142.8,142.05,141.5,140.55,135.7,142.6
171,AUSOMENT,Ausom Enterprise Limited,,,,,,,,,,,,,,,,,
172,AUTOAXLES,Automotive Axles Limited,2058.55,2085.7,2075.0,2038.0,2085.0,2075.5,2107.0,2014.0,1979.9,1990.05,1964.0,2000.0,2000.0,1985.0,1900.0,1830.0,1923.0
173,AUTOIND,Autoline Industries Limited,115.83,117.77,119.79,119.39,118.2,116.0,118.99,118.05,121.9,125.75,125.93,123.5,120.0,117.0,114.15,105.7,119.6
174,AVADHSUGAR,Avadh Sugar & Energy Limited,638.7,646.05,653.95,668.4,683.25,658.5,645.1,646.0,641.5,607.95,590.0,558.85,548.1,528.0,532.05,510.0,540.85
175,AVALON,Avalon Technologies Limited,560.25,558.6,550.0,526.0,522.0,519.0,525.25,520.0,521.0,520.05,510.4,488.0,494.0,479.0,473.0,476.25,486.0
176,AVANTIFEED,Avanti Feeds Limited,599.0,612.1,615.6,615.0,632.0,638.7,637.3,594.3,608.25,613.1,610.0,632.25,614.95,565.95,520.6,496.15,512.85
177,AVG,AVG Logistics Limited,496.0,501.0,502.45,510.0,511.8,510.15,511.0,494.0,494.8,523.0,511.0,524.9,506.0,444.0,444.95,433.0,481.5
178,AVONMORE,Avonmore Capital & Management Services Limited,,,,,,,131.4,130.0,131.0,127.0,127.42,132.29,121.95,114.0,109.5,108.0,117.05
179,AVROIND,AVRO INDIA LIMITED,117.0,116.8,118.19,117.98,119.5,118.2,121.06,118.35,120.15,118.73,121.6,123.85,120.0,116.0,112.7,105.05,117.6
180,AVTNPL,AVT Natural Products Limited,85.5,86.88,86.05,87.8,87.1,85.7,88.0,87.35,87.5,86.5,86.79,85.9,84.1,82.5,81.15,77.0,82.1
181,AWHCL,Antony Waste Handling Cell Limited,504.05,473.0,475.8,476.8,480.9,474.65,463.45,456.85,460.6,446.7,442.5,435.0,435.8,446.0,409.85,420.3,453.0
182,AWL,Adani Wilmar Limited,334.7,335.25,336.9,338.85,340.3,337.3,341.45,344.5,344.6,344.5,343.5,345.5,345.3,343.7,334.2,331.45,369.2
183,AXISBANK,Axis Bank Limited,1284.0,1272.65,1229.65,1232.1,1238.0,1229.0,1190.0,1181.0,1175.5,1186.0,1193.0,1196.95,1188.0,1174.0,1180.5,1138.0,1230.0
184,AXISCADES,AXISCADES Technologies Limited,546.0,555.3,572.0,576.0,585.35,602.0,619.4,529.5,479.8,480.8,494.2,498.45,478.0,466.4,458.0,451.0,504.5
185,AXITA,Axita Cotton Limited,21.42,21.35,21.46,21.78,22.09,22.29,22.57,22.23,21.5,21.54,21.42,21.46,20.35,20.1,20.05,20.05,21.0
186,AYMSYNTEX,AYM Syntex Limited,100.5,96.55,100.64,100.11,94.06,92.9,95.0,95.25,97.39,93.07,93.65,94.0,92.8,91.45,88.9,86.8,93.9
187,BAFNAPH,Bafna Pharmaceuticals Limited,,,,,,,,,,,,,,,,,
188,BAGFILMS,B.A.G Films and Media Limited,,,,,,,,,,,,,,,,,
189,BAIDFIN,Baid Finserv Limited,18.84,19.4,19.17,19.19,19.68,19.29,19.42,19.7,20.1,20.43,20.34,19.9,19.6,20.0,20.05,18.95,20.0
190,BAJAJ-AUTO,Bajaj Auto Limited,9490.0,9650.0,9752.95,9587.0,9626.55,9680.0,9920.0,9957.0,9924.8,9900.0,9810.0,9737.0,9740.0,9676.0,9554.95,9299.95,9331.15
191,BAJAJCON,Bajaj Consumer Care Limited,265.5,264.15,267.1,268.2,262.78,260.95,266.1,263.0,262.69,261.66,257.5,256.0,254.25,244.15,239.5,228.0,230.1
192,BAJAJELEC,Bajaj Electricals Limited,1050.0,1043.5,1067.0,1057.9,1064.2,1050.65,1065.0,1040.7,1020.9,1017.0,987.8,976.85,973.9,968.55,931.0,882.5,922.1
193,BAJAJFINSV,Bajaj Finserv Limited,1600.5,1606.0,1586.85,1579.9,1587.5,1590.5,1597.35,1587.05,1586.15,1580.0,1569.95,1560.05,1565.9,1531.0,1519.0,1489.4,1578.6
194,BAJAJHCARE,Bajaj Healthcare Limited,336.85,334.85,342.25,323.4,316.8,314.5,317.0,313.0,311.5,309.0,306.0,295.5,298.5,290.0,286.95,283.4,290.0
195,BAJAJHIND,Bajaj Hindusthan Sugar Limited,41.35,41.51,41.19,42.62,42.99,42.61,40.4,41.36,41.82,36.55,36.21,33.36,33.65,32.3,31.7,29.35,32.5
196,BAJAJHLDNG,Bajaj Holdings & Investment Limited,8475.0,8565.5,8735.0,8260.0,8204.6,8199.0,8273.6,8300.95,8262.0,8350.0,8400.0,8420.0,8399.95,8144.9,8040.0,7875.0,8023.0
197,BAJFINANCE,Bajaj Finance Limited,7148.0,7082.05,7084.8,7113.0,7215.0,7234.15,7321.0,7340.5,7289.0,7225.0,7149.0,7081.55,7175.0,6924.0,6836.0,6550.0,6920.0
198,BALAJITELE,Balaji Telefilms Limited,67.65,67.67,70.05,70.05,71.52,66.55,64.17,68.1,68.47,67.71,66.71,69.37,68.55,62.35,58.75,61.4,64.5
199,BALAMINES,Balaji Amines Limited,2330.0,2330.0,2356.0,2390.0,2405.0,2238.1,2246.0,2224.0,2239.0,2194.9,2205.95,2197.05,2156.05,2128.25,2114.0,2078.65,2108.7
200,BALAXI,BALAXI PHARMACEUTICALS LIMITED,125.99,124.0,121.99,122.8,125.75,124.0,125.0,121.52,124.95,126.78,116.2,117.2,114.0,103.65,107.65,99.6,113.4
201,BALKRISHNA,Balkrishna Paper Mills Limited,25.62,26.0,26.3,25.9,25.85,26.1,25.7,26.35,26.07,26.4,26.18,25.98,24.7,24.25,25.35,21.3,25.05
202,BALKRISIND,Balkrishna Industries Limited,3177.0,3177.4,3235.0,3217.95,3315.0,3286.0,3348.0,3245.0,3198.95,3204.9,3231.2,3242.8,3201.0,3109.85,3118.0,2883.55,3058.0
203,BALLARPUR,Ballarpur Industries Limited,,,,,,,,,,,,,,,,,
204,BALMLAWRIE,Balmer Lawrie & Company Limited,275.0,273.5,281.5,265.9,263.5,266.5,271.2,269.4,264.9,265.5,265.1,260.15,259.35,247.5,230.5,231.5,279.8
205,BALPHARMA,Bal Pharma Limited,118.89,117.8,118.92,120.8,118.5,118.41,118.35,119.01,119.4,121.5,121.5,120.8,116.0,112.95,108.0,106.7,115.2
206,BALRAMCHIN,Balrampur Chini Mills Limited,430.3,441.5,441.7,444.25,441.5,439.75,429.5,430.0,441.0,417.55,404.7,398.0,399.0,386.8,389.7,365.95,391.65
207,BANARBEADS,Banaras Beads Limited,99.9,96.0,96.98,95.6,96.45,96.0,96.5,99.8,91.01,91.9,92.57,91.8,90.0,86.7,85.0,82.0,87.15
208,BANARISUG,Bannari Amman Sugars Limited,3213.0,3300.0,3324.85,3020.0,3200.0,3148.8,2920.1,2975.0,2780.0,2590.0,2575.0,2415.0,2331.0,2297.5,2281.0,2255.0,2351.1
209,BANCOINDIA,Banco Products (I) Limited,710.0,673.1,621.8,629.15,639.0,602.9,610.0,614.0,620.0,617.0,627.85,607.95,609.9,600.65,589.45,569.0,600.0
210,BANDHANBNK,Bandhan Bank Limited,204.98,203.6,207.5,208.81,207.97,199.0,198.25,194.15,193.87,197.01,197.0,197.5,195.8,191.45,190.2,177.9,194.8
211,BANG,Bang Overseas Limited,47.0,47.22,47.89,47.01,47.85,46.72,46.26,46.7,46.55,45.7,45.05,45.2,46.5,46.65,44.5,46.15,47.7
212,BANKA,Banka BioLoo Limited,,,,,,,,,,,,,,,,,
213,BANKBARODA,Bank of Baroda,281.1,279.6,281.0,280.0,285.0,284.8,287.2,286.0,282.9,283.0,274.45,276.05,270.7,268.9,258.2,250.2,296.9
214,BANKINDIA,Bank of India,123.5,122.93,121.15,121.4,122.94,122.5,122.36,125.98,124.6,124.05,123.03,123.3,121.35,117.95,116.65,117.4,136.0
215,BANSWRAS,Banswara Syntex Limited,152.5,150.0,153.5,154.0,150.0,146.2,146.7,149.15,147.8,147.5,147.99,146.0,144.75,141.0,142.7,138.45,141.65
216,BARBEQUE,Barbeque Nation Hospitality Limited,548.0,545.0,561.4,562.05,571.0,563.0,565.8,570.0,567.5,576.1,571.0,555.0,535.05,523.0,509.0,494.0,511.7
217,BASF,BASF India Limited,5169.95,5191.3,5251.55,5236.0,5240.0,4879.75,4972.0,4955.0,4897.9,4841.0,4702.0,4580.0,4330.0,4347.3,4168.95,3932.85,4331.55
218,BASML,Bannari Amman Spinning Mills Limited,48.98,49.0,48.7,49.48,51.0,48.19,46.71,43.75,44.0,44.0,43.58,43.0,44.4,43.9,42.45,41.7,44.2
219,BATAINDIA,Bata India Limited,1445.0,1459.4,1457.0,1459.0,1469.0,1452.0,1459.0,1452.7,1470.05,1458.0,1475.05,1480.0,1463.7,1457.0,1421.0,1337.95,1368.5
220,BAYERCROP,Bayer Cropscience Limited,6562.0,6379.0,6600.0,6482.95,6229.0,6160.85,6149.95,6110.0,6128.0,6080.0,6059.0,5889.0,5700.0,5509.9,5255.0,5088.55,5150.0
221,BBL,Bharat Bijlee Limited,4910.0,4855.0,4745.0,4840.0,4825.55,4900.0,5050.0,4985.0,4800.0,4403.0,4455.0,4368.0,4516.0,4160.0,4020.0,4107.8,4569.5
222,BBOX,Black Box Limited,324.99,293.0,261.0,263.49,262.0,262.8,266.55,265.0,263.0,267.25,264.75,272.0,252.0,241.7,233.85,222.75,234.35
223,BBTC,Bombay Burmah Trading Corporation Limited,1943.1,1936.0,2020.65,1683.0,1637.0,1620.1,1635.05,1645.05,1655.0,1674.95,1638.0,1586.0,1598.7,1532.0,1455.0,1384.75,1480.0
224,BBTCL,B&B Triplewall Containers Limited,244.9,254.9,263.25,247.8,243.5,242.79,245.0,241.1,243.0,244.5,249.0,250.25,246.0,245.0,240.15,247.0,249.0
225,BCG,Brightcom Group Limited,,,,,,,,,,,,,,,,,
226,BCLIND,Bcl Industries Limited,54.9,55.56,55.6,55.9,55.9,56.15,56.7,57.3,58.5,55.4,52.0,51.89,51.85,52.2,49.4,48.0,51.45
227,BCONCEPTS,Brand Concepts Limited,678.4,682.45,681.0,662.0,631.5,649.0,690.0,670.0,674.0,685.0,672.65,679.75,706.2,694.0,684.95,644.75,652.4
228,BDL,Bharat Dynamics Limited,1590.0,1551.0,1550.0,1533.0,1572.0,1567.4,1620.8,1578.0,1496.75,1423.0,1425.5,1419.9,1429.75,1370.0,1298.9,1436.85,1596.0
229,BEARDSELL,Beardsell Limited,40.18,40.35,40.13,39.6,40.68,39.95,40.0,39.15,38.71,39.0,38.26,38.36,38.6,37.45,37.9,35.0,38.5
230,BECTORFOOD,Mrs. Bectors Food Specialities Limited,1385.0,1406.0,1419.4,1460.5,1501.0,1435.55,1444.8,1395.0,1399.9,1413.1,1407.95,1435.5,1463.5,1496.5,1425.0,1265.0,1266.0
231,BEDMUTHA,Bedmutha Industries Limited,240.0,235.4,237.9,242.0,243.6,245.25,246.9,256.05,255.5,255.0,249.15,239.0,236.0,236.5,232.0,242.85,254.05
232,BEL,Bharat Electronics Limited,306.85,309.7,310.0,305.5,312.05,309.8,318.25,309.7,303.0,290.9,286.75,283.1,283.0,274.65,259.7,257.45,319.8
233,BEML,BEML Limited,4545.0,4514.0,4491.0,4369.95,4460.0,4520.0,4696.0,4696.15,4017.0,3973.0,4030.75,3910.0,3970.0,3965.0,3680.0,3738.85,4687.0
234,BEPL,Bhansali Engineering Polymers Limited,128.5,127.7,132.5,136.5,125.6,119.99,107.0,103.9,103.35,100.4,99.5,96.58,96.55,94.25,93.5,89.9,95.6
235,BERGEPAINT,Berger Paints (I) Limited,496.0,500.0,502.0,503.4,510.75,498.5,504.0,502.45,501.95,498.0,493.6,491.75,482.95,478.2,477.15,458.3,471.3
236,BESTAGRO,Best Agrolife Limited,697.0,708.0,719.0,662.0,699.5,610.0,585.0,597.65,602.0,598.25,605.0,599.85,567.3,559.75,552.05,504.9,545.55
237,BFINVEST,BF Investment Limited,657.0,666.0,677.0,613.55,615.0,608.15,611.95,603.15,594.5,593.3,597.0,574.15,572.6,561.85,538.3,530.95,574.3
238,BFUTILITIE,BF Utilities Limited,903.0,915.0,912.5,903.95,908.0,906.0,922.0,918.35,906.1,907.95,895.0,869.0,869.0,850.85,803.7,770.0,906.15
239,BGLOBAL,Bharatiya Global Infomedia Limited,,,,,,,,,,,,,,,,,
240,BGRENERGY,BGR Energy Systems Limited,,,,,,,,,,,,,,,,,
241,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,256.91,262.4,248.45,248.0,266.05,268.5,272.5,263.5,259.0,263.5,257.0,255.97,237.5,241.25,222.4,185.0,194.95
242,BHAGERIA,Bhageria Industries Limited,167.0,169.95,174.0,169.98,172.0,166.85,166.75,167.25,162.6,162.8,162.1,161.3,160.55,161.5,151.3,148.0,159.95
243,BHAGYANGR,Bhagyanagar India Limited,110.0,107.0,108.3,109.5,109.5,111.29,113.5,107.6,109.1,109.6,108.95,107.49,108.5,108.0,100.75,99.45,103.1
244,BHANDARI,Bhandari Hosiery Exports Limited,7.79,7.94,8.02,8.19,8.08,8.1,8.75,8.57,8.71,9.09,7.76,7.78,7.85,7.55,7.45,7.05,7.7
245,BHARATFORG,Bharat Forge Limited,1681.0,1720.0,1746.2,1755.0,1800.2,1704.0,1697.95,1714.2,1632.3,1628.75,1604.3,1576.5,1584.05,1557.05,1511.0,1450.0,1614.0
246,BHARATGEAR,Bharat Gears Limited,111.98,112.85,111.05,111.35,111.56,111.4,113.05,113.75,110.0,110.7,109.3,109.8,107.6,106.3,105.25,100.8,108.05
247,BHARATRAS,Bharat Rasayan Limited,11950.0,11690.0,11905.0,11970.0,12290.0,11651.55,11943.0,11900.0,12500.9,10405.0,10420.0,10398.75,10425.95,10499.95,10400.0,9700.0,10250.0
248,BHARATWIRE,Bharat Wire Ropes Limited,267.0,265.0,266.5,271.7,274.0,271.0,277.5,280.5,274.35,272.15,275.0,274.0,267.7,264.6,246.45,243.0,284.5
249,BHARTIARTL,Bharti Airtel Limited,1462.0,1415.6,1418.35,1403.75,1380.95,1393.9,1427.55,1429.4,1425.0,1436.0,1426.45,1421.05,1419.55,1374.0,1344.1,1291.95,1400.0
250,BHEL,Bharat Heavy Electricals Limited,296.0,294.2,294.9,294.8,293.95,297.4,305.7,304.9,305.0,294.95,295.3,284.8,285.0,278.5,253.85,252.65,311.6
251,BIGBLOC,Bigbloc Construction Limited,235.0,233.8,234.4,235.45,236.45,236.1,241.98,238.0,236.0,238.48,237.5,235.79,223.0,224.9,215.0,209.3,226.45
252,BIKAJI,Bikaji Foods International Limited,728.5,718.0,723.0,728.0,718.0,724.05,732.05,724.8,714.5,703.0,697.45,674.05,691.0,642.55,636.4,580.0,574.35
253,BIL,Bhartiya International Limited,,,,,,,,,,,,,,,,,
254,BINANIIND,Binani Industries Limited,,,,,,,,,,,,,,,,,
255,BINDALAGRO,Oswal Chemicals & Fertilizers Limited,,,,,,,,,,,,,,,,,
256,BIOCON,Biocon Limited,353.5,338.8,342.7,344.2,342.8,333.1,328.2,334.25,338.35,339.35,344.5,338.7,334.9,335.75,305.8,291.95,310.5
257,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,65.15,64.4,65.68,66.99,67.4,60.31,61.8,61.49,62.3,61.9,63.2,62.85,60.9,61.0,57.45,54.2,61.7
258,BIRLACABLE,Birla Cable Limited,243.0,245.0,250.86,248.59,251.52,243.09,251.0,254.5,254.0,254.5,255.5,245.75,239.1,235.5,222.15,216.75,232.0
259,BIRLACORPN,Birla Corporation Limited,1581.0,1531.9,1532.0,1540.0,1569.0,1538.0,1564.0,1572.0,1546.9,1521.0,1504.55,1528.0,1476.0,1438.9,1428.8,1390.0,1468.0
260,BIRLAMONEY,Aditya Birla Money Limited,166.45,170.0,174.25,170.5,175.7,165.5,166.8,158.51,159.51,164.5,163.85,156.9,156.8,133.5,127.0,122.35,128.75
261,BIRLATYRE,Birla Tyres Limited,,,,,,,,,,,,,,,,,
262,BKMINDST,Bkm Industries Limited,,,,,,,,,,,,,,,,,
263,BLAL,BEML Land Assets Limited,301.3,305.0,300.5,301.7,295.9,296.1,298.5,289.0,286.9,293.25,294.9,273.5,260.1,243.95,235.5,241.95,268.85
264,BLBLIMITED,BLB Limited,,,,,,,,,,,,,,,,,
265,BLISSGVS,Bliss GVS Pharma Limited,102.83,103.6,103.95,103.84,103.0,102.0,103.59,105.4,105.55,104.25,105.9,106.5,105.8,101.35,102.7,98.0,100.0
266,BLKASHYAP,B. L. Kashyap and Sons Limited,93.0,94.21,95.86,92.04,94.8,93.26,89.0,89.4,89.99,89.05,91.0,86.35,83.0,80.1,72.4,68.0,74.2
267,BLS,BLS International Services Limited,363.5,351.35,351.6,360.0,362.6,368.0,356.0,352.5,351.05,344.95,331.05,321.0,318.3,316.05,302.5,291.9,317.95
268,BLUECHIP,Blue Chip India Limited,,,,,,,,,,,,,,,,,
269,BLUECOAST,Blue Coast Hotels Limited,,,,,,,,,,,,,,,,,
270,BLUEDART,Blue Dart Express Limited,7700.0,7665.05,7715.0,7740.0,7700.0,7940.0,8000.0,7944.65,8100.0,7869.0,7810.0,7665.0,7382.2,7285.0,7110.0,6900.0,7211.05
271,BLUESTARCO,Blue Star Limited,1659.9,1680.0,1700.0,1670.05,1670.0,1700.0,1732.0,1736.0,1691.0,1680.45,1649.0,1592.0,1564.25,1524.0,1532.0,1581.0,1606.95
272,BODALCHEM,Bodal Chemicals Limited,79.78,79.4,79.15,79.7,81.2,77.3,76.51,77.8,77.5,74.6,74.98,73.61,72.45,71.45,69.9,67.95,71.05
273,BOHRAIND,Bohra Industries Limited,,,,,,,,,,,,,,,,,
274,BOMDYEING,Bombay Dyeing & Mfg Company Limited,200.75,200.4,197.98,180.83,177.5,171.65,174.41,177.4,178.55,173.1,167.4,164.7,166.85,163.1,154.7,148.1,166.8
275,BOROLTD,Borosil Limited,334.0,346.0,347.6,340.1,343.0,344.5,346.0,325.0,327.5,321.9,314.65,323.4,327.4,323.6,320.5,301.7,315.9
276,BORORENEW,BOROSIL RENEWABLES LIMITED,512.4,519.6,508.6,491.15,493.1,493.0,498.5,500.85,506.0,499.0,487.5,491.0,491.0,475.0,464.0,438.3,481.0
277,BOSCHLTD,Bosch Limited,34000.0,33845.0,33095.0,32570.35,32340.0,32874.0,33396.0,32292.6,32330.0,31400.0,31300.0,30650.0,30575.0,30622.35,30706.3,29000.0,30000.0
278,BPCL,Bharat Petroleum Corporation Limited,298.75,296.75,305.25,308.3,627.0,616.25,631.6,626.45,619.3,613.75,606.8,602.05,599.8,585.4,580.0,585.45,666.05
279,BPL,BPL Limited,131.95,126.69,133.13,128.01,116.3,105.0,105.06,105.5,102.9,103.85,103.0,103.9,99.5,96.4,94.35,89.9,96.55
280,BRIGADE,Brigade Enterprises Limited,1355.0,1377.0,1439.15,1351.0,1337.85,1318.0,1359.9,1356.0,1360.0,1342.0,1398.1,1380.0,1391.0,1315.5,1209.95,1239.55,1361.65
281,BRITANNIA,Britannia Industries Limited,5432.0,5362.0,5311.95,5335.0,5389.15,5350.1,5400.0,5391.8,5383.2,5448.0,5510.0,5476.25,5465.0,5432.95,5474.0,5339.9,5170.0
282,BRNL,Bharat Road Network Limited,,,,,,,,,,,,,,,,,
283,BROOKS,Brooks Laboratories Limited,,,,,,,,,,,,,,,,,
284,BSE,BSE Limited,2544.0,2520.95,2510.0,2568.0,2644.0,2704.0,2740.0,2752.9,2736.0,2701.7,2666.7,2658.6,2682.0,2699.0,2650.0,2562.0,2717.0
285,BSHSL,Bombay Super Hybrid Seeds Limited,194.9,196.8,198.0,200.0,198.99,197.3,199.8,198.0,198.0,200.5,199.0,196.0,199.0,194.3,191.25,193.5,202.0
286,BSL,BSL Limited,201.8,191.0,199.65,188.0,186.01,188.0,192.3,188.0,190.1,187.9,184.31,176.65,178.0,178.75,178.0,160.2,175.55
287,BSOFT,BIRLASOFT LIMITED,683.0,697.0,686.9,679.15,687.45,688.0,687.35,678.0,685.0,673.0,674.0,678.5,677.5,647.8,631.1,599.0,614.45
288,BTML,Bodhi Tree Multimedia Limited,,,,,,,,,,,,,15.9,13.2,12.05,11.7,14.65
289,BURNPUR,Burnpur Cement Limited,7.63,6.42,6.42,6.5,6.4,6.63,6.58,6.45,6.42,6.17,6.06,6.13,6.15,6.05,5.8,5.7,6.05
290,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,844.5,841.0,850.0,757.1,747.25,731.0,736.0,730.35,740.6,743.0,745.0,730.0,717.5,718.0,717.85,730.0,755.5
291,BVCL,Barak Valley Cements Limited,66.22,66.24,63.3,65.15,59.5,59.0,57.7,58.04,59.15,54.47,53.5,54.95,54.1,51.6,50.1,50.25,53.8
292,BYKE,The Byke Hospitality Ltd,,85.22,84.7,87.7,83.38,75.47,74.2,74.57,76.0,72.0,72.2,72.33,76.9,70.0,66.0,67.9,72.5
293,CALSOFT,California Software Company Limited,,,,,,,,,,,,,,,,,
294,CAMLINFINE,Camlin Fine Sciences Limited,106.9,107.01,107.56,108.56,110.5,106.3,108.9,110.5,110.51,111.0,105.0,103.3,97.15,95.95,91.5,89.0,93.45
295,CAMPUS,Campus Activewear Limited,292.2,287.7,283.9,285.0,284.1,279.9,282.2,280.5,283.55,286.15,287.0,290.0,288.3,288.25,288.9,272.0,275.45
296,CAMS,Computer Age Management Services Limited,3640.0,3690.0,3660.0,3551.0,3520.0,3571.0,3636.0,3579.95,3652.25,3621.0,3450.0,3433.4,3402.0,3390.25,3436.2,3299.95,3540.35
297,CANBK,Canara Bank,118.56,117.89,118.6,119.45,121.29,121.24,121.89,120.9,122.7,123.19,121.55,121.1,119.0,118.1,114.95,111.0,128.9
298,CANFINHOME,Can Fin Homes Limited,900.0,898.0,881.05,859.9,859.9,866.45,890.0,832.55,816.5,804.0,789.7,770.5,772.7,765.3,741.0,698.0,752.9
299,CANTABIL,Cantabil Retail India Limited,242.29,238.7,237.1,235.25,245.18,238.0,244.0,238.0,218.35,219.8,219.5,219.5,211.05,214.15,204.8,197.0,209.5
300,CAPACITE,Capacit'e Infraprojects Limited,309.95,313.5,317.9,318.55,319.8,321.9,325.4,327.05,320.0,321.6,321.05,317.2,307.9,310.0,298.0,274.0,313.55
301,CAPLIPOINT,Caplin Point Laboratories Limited,1394.0,1399.0,1422.9,1417.8,1422.5,1402.7,1400.0,1385.0,1400.0,1458.0,1459.4,1470.1,1368.9,1304.9,1291.65,1250.0,1288.0
302,CAPTRUST,Capital Trust Limited,116.0,113.81,116.06,116.0,116.4,115.03,113.5,116.5,116.55,117.0,114.25,116.0,113.4,113.5,110.0,106.4,115.7
303,CARBORUNIV,Carborundum Universal Limited,1691.0,1729.75,1700.0,1692.6,1750.0,1825.0,1774.0,1774.0,1737.0,1705.0,1639.0,1623.05,1602.0,1578.0,1567.55,1507.0,1670.0
304,CAREERP,Career Point Limited,399.0,401.0,395.0,395.0,415.0,390.0,384.85,361.8,363.25,361.15,367.05,368.1,383.15,384.7,365.35,372.85,393.4
305,CARERATING,CARE Ratings Limited,1050.0,1049.0,1063.0,1075.5,1074.95,1068.0,1085.0,1078.0,1082.8,1090.0,1084.0,1055.0,1033.0,1059.9,1015.0,989.95,1023.0
306,CARTRADE,Cartrade Tech Limited,785.8,814.0,836.0,857.0,825.0,827.0,829.9,809.9,810.5,810.6,795.0,807.65,818.0,774.05,785.0,780.0,836.5
307,CARYSIL,CARYSIL LIMITED,824.75,835.0,830.05,845.0,850.05,833.0,843.85,858.0,863.3,865.0,878.0,860.0,816.95,795.1,803.1,761.0,781.0
308,CASTROLIND,Castrol India Limited,204.8,207.1,212.4,210.0,211.39,205.0,202.9,203.6,203.1,204.74,199.8,201.5,194.35,189.0,186.5,181.7,192.6
309,CCCL,Consolidated Construction Consortium Limited,,,,,,,,,,,,,,,,,
310,CCHHL,Country Club Hospitality & Holidays Limited,18.32,18.85,18.85,17.53,17.17,17.24,17.75,18.56,18.75,18.2,18.5,18.35,18.0,16.05,15.15,14.85,15.75
311,CCL,CCL Products (India) Limited,591.7,594.1,596.45,599.0,609.0,603.5,615.7,608.9,607.5,605.0,603.45,599.3,598.0,576.0,578.9,580.0,575.05
312,CDSL,Central Depository Services (India) Limited,2018.0,2031.0,2034.0,2031.8,2042.0,2053.0,2077.5,2115.0,2105.0,2097.0,2090.9,2070.0,2078.95,2038.65,1968.0,1979.95,2160.0
